endSystemDelay,packetLoss,JBnominal,noiseLevel,Rfactor,signalLevel,MOSLQ
444.0,3.2,15,-60,40,-50,2.437
444.0,3.2,19,-58,40,-52,2.437
284.0,6.854,23,-59,53,-52,2.952
284.0,6.854,21,-60,53,-52,2.952
284.0,6.854,19,-61,53,-51,2.952
284.0,6.854,27,-59,53,-45,2.952
284.0,6.854,33,-61,53,-52,2.952
204.0,9.019,35,-60,60,-53,3.227
204.0,9.019,30,-60,60,-53,3.227
204.0,9.019,41,-58,60,-49,3.227
204.0,9.019,38,-60,60,-52,3.227
204.0,9.019,43,-60,60,-53,3.227
164.0,6.854,38,-59,68,-51,3.485
164.0,6.854,45,-59,68,-46,3.485
164.0,6.854,42,-59,68,-52,3.485
164.0,6.854,51,-60,68,-52,3.485
164.0,6.854,55,-60,68,-52,3.485
179.0,11.155,56,-60,60,-53,3.252
179.0,11.155,62,-60,60,-50,3.252
179.0,11.155,61,-60,60,-52,3.252
179.0,11.155,58,-60,60,-52,3.252
179.0,11.155,63,-61,60,-54,3.252
232.0,14.682,71,-60,49,-51,2.858
232.0,14.682,76,-60,49,-49,2.858
232.0,14.682,72,-60,49,-53,2.858
232.0,14.682,64,-61,49,-50,2.858
232.0,14.682,76,-58,49,-41,2.858
268.0,16.599,69,-60,43,-52,2.6189999999999998
268.0,16.599,81,-60,43,-53,2.6189999999999998
268.0,16.599,83,-59,43,-53,2.6189999999999998
268.0,16.599,82,-60,43,-49,2.6189999999999998
268.0,16.599,95,-60,43,-48,2.6189999999999998
289.0,19.6,94,-58,37,-47,2.43
289.0,19.6,86,-58,37,-52,2.43
289.0,19.6,91,-57,37,-44,2.43
289.0,19.6,76,-57,37,-25,2.43
289.0,19.6,76,-57,37,-32,2.43
327.0,29.686999999999998,96,-56,25,-43,2.026
327.0,29.686999999999998,88,-58,25,-48,2.026
327.0,29.686999999999998,86,-60,25,-49,2.026
327.0,29.686999999999998,101,-59,25,-49,2.026
327.0,29.686999999999998,99,-60,25,-52,2.026
338.0,30.923000000000002,111,-57,23,-9,1.952
338.0,30.923000000000002,114,-58,23,-49,1.952
338.0,30.923000000000002,117,-57,23,-53,1.952
338.0,30.923000000000002,117,-58,23,-58,1.952
338.0,30.923000000000002,122,-58,23,-58,1.952
362.0,25.396,119,-55,23,-17,1.942
362.0,25.396,114,-57,23,-59,1.942
362.0,25.396,120,-57,23,-57,1.942
362.0,25.396,108,-58,23,-60,1.942
362.0,25.396,130,-58,23,-59,1.942
409.0,30.645,133,-58,14,-61,1.624
409.0,30.645,135,-56,14,-40,1.624
409.0,30.645,129,-55,14,-32,1.624
409.0,30.645,127,-57,14,-62,1.624
409.0,30.645,135,-57,14,-60,1.624
429.0,38.461,123,-57,7,-60,1.4169999999999998
429.0,38.461,124,-58,7,-59,1.4169999999999998
429.0,38.461,133,-59,7,-60,1.4169999999999998
429.0,38.461,119,-58,7,-53,1.4169999999999998
429.0,38.461,116,-58,7,-46,1.4169999999999998
434.0,38.996,147,-59,6,-59,1.3869999999999998
434.0,38.996,146,-60,6,-58,1.3869999999999998
434.0,38.996,141,-60,6,-60,1.3869999999999998
434.0,38.996,125,-60,6,-56,1.3869999999999998
434.0,38.996,155,-60,6,-56,1.3869999999999998
488.0,32.231,150,-60,2,-54,1.245
488.0,32.231,180,-60,2,-53,1.245
488.0,32.231,186,-60,2,-52,1.245
488.0,32.231,25,-60,2,-53,1.245
488.0,32.231,120,-60,2,-51,1.245
600.0,12.109000000000002,143,-60,3,-51,1.21
600.0,12.109000000000002,167,-60,3,-51,1.21
600.0,12.109000000000002,209,-60,3,-52,1.21
600.0,12.109000000000002,228,-59,3,-50,1.21
600.0,12.109000000000002,226,-59,3,-51,1.21
530.0,0.0,191,-58,41,-53,2.427
530.0,0.0,205,-56,41,-47,2.427
530.0,0.0,209,-58,41,-54,2.427
530.0,0.0,226,-58,41,-52,2.427
530.0,0.0,224,-58,41,-53,2.427
520.0,8.366,222,-57,19,-50,1.725
520.0,8.366,238,-57,19,-55,1.725
520.0,8.366,222,-55,19,-34,1.725
520.0,8.366,249,-55,19,-25,1.725
520.0,8.366,241,-55,19,-36,1.725
532.0,6.746,217,-57,20,-54,1.756
532.0,6.746,187,-58,20,-54,1.756
532.0,6.746,78,-58,20,-53,1.756
532.0,6.746,37,-58,20,-54,1.756
532.0,6.746,20,-58,20,-53,1.756
442.0,7.905,12,-58,30,-55,2.1180000000000003
442.0,7.905,12,-57,30,-54,2.1180000000000003
442.0,7.905,12,-58,30,-53,2.1180000000000003
442.0,7.905,14,-57,30,-53,2.1180000000000003
442.0,7.905,14,-57,30,-49,2.1180000000000003
302.0,12.300999999999998,15,-55,43,-46,2.6
302.0,12.300999999999998,16,-58,43,-54,2.6
302.0,12.300999999999998,16,-59,43,-54,2.6
302.0,12.300999999999998,17,-60,43,-52,2.6
302.0,12.300999999999998,15,-60,43,-49,2.6
202.0,12.449000000000002,19,-57,56,-22,3.0869999999999997
202.0,12.449000000000002,18,-57,56,-55,3.0869999999999997
202.0,12.449000000000002,23,-57,56,-56,3.0869999999999997
202.0,12.449000000000002,20,-56,56,-41,3.0869999999999997
202.0,12.449000000000002,29,-58,56,-57,3.0869999999999997
162.0,20.238,30,-58,52,-55,2.9760000000000004
162.0,20.238,35,-56,52,-54,2.9760000000000004
162.0,20.238,30,-56,52,-54,2.9760000000000004
162.0,20.238,31,-58,52,-58,2.9760000000000004
162.0,20.238,35,-58,52,-58,2.9760000000000004
162.0,21.6,43,-58,51,-59,2.9410000000000003
162.0,21.6,46,-56,51,-44,2.9410000000000003
162.0,21.6,47,-57,51,-57,2.9410000000000003
162.0,21.6,47,-58,51,-57,2.9410000000000003
162.0,21.6,56,-58,51,-56,2.9410000000000003
174.0,22.0,58,-57,50,-55,2.9210000000000003
174.0,22.0,59,-56,50,-51,2.9210000000000003
174.0,22.0,61,-57,50,-55,2.9210000000000003
174.0,22.0,60,-58,50,-54,2.9210000000000003
174.0,22.0,59,-58,50,-54,2.9210000000000003
201.0,25.793000000000003,63,-58,44,-54,2.716
201.0,25.793000000000003,65,-58,44,-53,2.716
201.0,25.793000000000003,67,-58,44,-54,2.716
201.0,25.793000000000003,64,-58,44,-53,2.716
201.0,25.793000000000003,71,-59,44,-55,2.716
238.0,27.935,70,-58,38,-54,2.491
238.0,27.935,82,-58,38,-53,2.491
238.0,27.935,78,-58,38,-54,2.491
238.0,27.935,81,-58,38,-53,2.491
238.0,27.935,72,-58,38,-53,2.491
239.0,31.62,75,-57,36,-55,2.418
239.0,31.62,84,-58,36,-53,2.418
239.0,31.62,80,-58,36,-54,2.418
239.0,31.62,82,-58,36,-54,2.418
239.0,31.62,81,-59,36,-54,2.418
325.0,34.677,99,-58,23,-53,1.952
325.0,34.677,90,-58,23,-54,1.952
325.0,34.677,74,-58,23,-54,1.952
325.0,34.677,98,-58,23,-54,1.952
325.0,34.677,100,-58,23,-53,1.952
329.0,39.285,81,-58,20,-54,1.8659999999999999
329.0,39.285,91,-58,20,-53,1.8659999999999999
329.0,39.285,75,-58,20,-53,1.8659999999999999
329.0,39.285,91,-58,20,-52,1.8659999999999999
329.0,39.285,104,-57,20,-43,1.8659999999999999
363.0,37.400999999999996,110,-58,16,-53,1.733
363.0,37.400999999999996,133,-57,16,-52,1.733
363.0,37.400999999999996,137,-58,16,-55,1.733
363.0,37.400999999999996,141,-58,16,-54,1.733
363.0,37.400999999999996,154,-58,16,-55,1.733
376.0,5.511,159,-58,43,-54,2.585
376.0,5.511,174,-58,43,-55,2.585
376.0,5.511,156,-57,43,-54,2.585
376.0,5.511,157,-58,43,-52,2.585
376.0,5.511,155,-58,43,-54,2.585
432.0,2.799,151,-58,43,-55,2.5340000000000003
432.0,2.799,156,-58,43,-54,2.5340000000000003
432.0,2.799,156,-58,43,-54,2.5340000000000003
432.0,2.799,164,-58,43,-54,2.5340000000000003
432.0,2.799,176,-58,43,-55,2.5340000000000003
513.0,4.4,172,-58,28,-54,2.001
513.0,4.4,194,-58,28,-55,2.001
513.0,4.4,185,-58,28,-55,2.001
513.0,4.4,179,-57,28,-54,2.001
513.0,4.4,165,-57,28,-54,2.001
571.0,8.606,187,-57,12,-54,1.48
571.0,8.606,174,-57,12,-55,1.48
571.0,8.606,188,-57,12,-54,1.48
571.0,8.606,189,-57,12,-54,1.48
571.0,8.606,191,-58,12,-55,1.48
655.0,10.546,200,-57,255,-53,1.033
655.0,10.546,190,-57,255,-54,1.033
655.0,10.546,165,-57,255,-55,1.033
655.0,10.546,165,-57,255,-56,1.033
655.0,10.546,185,-57,255,-54,1.033
605.0,18.725,193,-57,252,-55,1.001
605.0,18.725,200,-57,252,-53,1.001
605.0,18.725,217,-56,252,-53,1.001
605.0,18.725,219,-57,252,-55,1.001
605.0,18.725,235,-57,252,-48,1.001
609.0,14.457,212,-57,0,-54,1.0959999999999999
609.0,14.457,192,-57,0,-54,1.0959999999999999
609.0,14.457,197,-56,0,-54,1.0959999999999999
609.0,14.457,190,-57,0,-54,1.0959999999999999
609.0,14.457,199,-57,0,-57,1.0959999999999999
581.0,25.301,213,-58,251,-25,0.0
581.0,25.301,186,-58,251,-35,0.0
581.0,25.301,85,-57,251,-56,0.0
581.0,25.301,43,-57,251,-55,0.0
581.0,25.301,26,-56,251,-55,0.0
531.0,14.23,15,-56,10,-55,1.443
531.0,14.23,13,-57,10,-55,1.443
531.0,14.23,12,-56,10,-54,1.443
531.0,14.23,14,-56,10,-53,1.443
531.0,14.23,12,-57,10,-54,1.443
391.0,24.0,11,-57,20,-54,1.834
391.0,24.0,11,-57,20,-55,1.834
391.0,24.0,15,-57,20,-55,1.834
391.0,24.0,17,-57,20,-55,1.834
391.0,24.0,16,-57,20,-54,1.834
271.0,24.0,16,-57,36,-53,2.411
271.0,24.0,17,-57,36,-55,2.411
271.0,24.0,19,-57,36,-55,2.411
271.0,24.0,19,-57,36,-55,2.411
271.0,24.0,20,-57,36,-52,2.411
201.0,25.498,32,-57,45,-55,2.722
201.0,25.498,34,-55,45,-31,2.722
201.0,25.498,37,-56,45,-56,2.722
201.0,25.498,41,-56,45,-56,2.722
201.0,25.498,34,-57,45,-55,2.722
191.0,37.944,40,-58,39,-55,2.551
191.0,37.944,39,-57,39,-56,2.551
191.0,37.944,34,-57,39,-54,2.551
191.0,37.944,48,-56,39,-55,2.551
191.0,37.944,44,-57,39,-54,2.551
181.0,28.34,44,-57,46,-54,2.763
181.0,28.34,48,-58,46,-56,2.763
181.0,28.34,55,-57,46,-56,2.763
181.0,28.34,62,-57,46,-56,2.763
181.0,28.34,64,-57,46,-56,2.763
206.0,34.4,57,-57,39,-56,2.533
206.0,34.4,51,-57,39,-57,2.533
206.0,34.4,57,-57,39,-55,2.533
206.0,34.4,53,-57,39,-55,2.533
206.0,34.4,67,-57,39,-55,2.533
236.0,36.585,57,-58,34,-54,2.352
236.0,36.585,81,-58,34,-56,2.352
236.0,36.585,87,-58,34,-55,2.352
236.0,36.585,81,-58,34,-55,2.352
236.0,36.585,89,-58,34,-56,2.352
236.0,7.335,95,-58,59,-54,3.159
236.0,7.335,115,-58,59,-55,3.159
236.0,7.335,117,-58,59,-56,3.159
236.0,7.335,120,-58,59,-55,3.159
236.0,7.335,133,-58,59,-53,3.159
324.0,2.39,115,-56,59,-45,3.108
324.0,2.39,109,-57,59,-55,3.108
324.0,2.39,112,-57,59,-55,3.108
324.0,2.39,113,-58,59,-54,3.108
324.0,2.39,122,-58,59,-53,3.108
328.0,5.952000000000001,132,-58,49,-55,2.792
328.0,5.952000000000001,123,-58,49,-54,2.792
328.0,5.952000000000001,133,-58,49,-54,2.792
328.0,5.952000000000001,135,-58,49,-55,2.792
328.0,5.952000000000001,132,-57,49,-47,2.792
351.0,4.838,143,-57,48,-53,2.7569999999999997
351.0,4.838,147,-58,48,-54,2.7569999999999997
351.0,4.838,145,-58,48,-48,2.7569999999999997
351.0,4.838,134,-57,48,-51,2.7569999999999997
351.0,4.838,134,-57,48,-54,2.7569999999999997
391.0,13.765,137,-57,29,-48,2.112
391.0,13.765,144,-58,29,-54,2.112
391.0,13.765,139,-58,29,-53,2.112
391.0,13.765,146,-58,29,-51,2.112
391.0,13.765,146,-58,29,-54,2.112
420.0,13.492,148,-58,25,-50,1.983
420.0,13.492,146,-58,25,-51,1.983
420.0,13.492,168,-58,25,-54,1.983
420.0,13.492,149,-58,25,-47,1.983
420.0,13.492,148,-58,25,-53,1.983
450.0,12.55,148,-58,22,-53,1.875
450.0,12.55,155,-60,22,-55,1.875
450.0,12.55,176,-60,22,-52,1.875
450.0,12.55,165,-60,22,-51,1.875
450.0,12.55,167,-60,22,-51,1.875
480.0,21.153000000000002,182,-57,10,-24,1.4869999999999999
480.0,21.153000000000002,189,-60,10,-53,1.4869999999999999
480.0,21.153000000000002,194,-59,10,-54,1.4869999999999999
480.0,21.153000000000002,195,-60,10,-53,1.4869999999999999
480.0,21.153000000000002,206,-60,10,-47,1.4869999999999999
488.0,17.529,188,-60,12,-48,1.541
488.0,17.529,181,-60,12,-49,1.541
488.0,17.529,174,-60,12,-53,1.541
488.0,17.529,198,-60,12,-54,1.541
488.0,17.529,191,-60,12,-55,1.541
488.0,25.0,173,-58,6,-16,1.369
488.0,25.0,180,-57,6,-26,1.369
488.0,25.0,199,-57,6,-45,1.369
488.0,25.0,199,-57,6,-21,1.369
488.0,25.0,227,-57,6,-37,1.369
508.0,22.924,200,-56,5,-55,1.3230000000000002
508.0,22.924,199,-57,5,-54,1.3230000000000002
508.0,22.924,189,-58,5,-54,1.3230000000000002
508.0,22.924,201,-57,5,-31,1.3230000000000002
508.0,22.924,195,-58,5,-54,1.3230000000000002
514.0,29.083000000000002,167,-57,0,-54,1.183
514.0,29.083000000000002,173,-58,0,-55,1.183
514.0,29.083000000000002,85,-57,0,-46,1.183
514.0,29.083000000000002,45,-57,0,-54,1.183
514.0,29.083000000000002,30,-57,0,-54,1.183
505.0,30.434,20,-59,1,-55,1.2
505.0,30.434,14,-59,1,-48,1.2
505.0,30.434,13,-60,1,-50,1.2
505.0,30.434,13,-59,1,-51,1.2
505.0,30.434,11,-59,1,-55,1.2
395.0,31.474,11,-60,15,-55,1.675
395.0,31.474,11,-60,15,-52,1.675
395.0,31.474,13,-60,15,-49,1.675
395.0,31.474,16,-60,15,-52,1.675
395.0,31.474,16,-60,15,-53,1.675
295.0,33.067,18,-60,28,-51,2.121
295.0,33.067,17,-59,28,-51,2.121
295.0,33.067,21,-59,28,-54,2.121
295.0,33.067,22,-58,28,-53,2.121
295.0,33.067,27,-58,28,-54,2.121
225.0,39.2,30,-58,34,-55,2.367
225.0,39.2,32,-58,34,-54,2.367
225.0,39.2,36,-58,34,-52,2.367
225.0,39.2,6,-58,34,-54,2.367
225.0,39.2,33,-58,34,-54,2.367
185.0,6.0,42,-58,68,-54,3.49
185.0,6.0,58,-58,68,-53,3.49
185.0,6.0,54,-57,68,-48,3.49
185.0,6.0,60,-58,68,-53,3.49
185.0,6.0,64,-58,68,-55,3.49
208.0,2.755,67,-58,73,-53,3.635
208.0,2.755,65,-58,73,-52,3.635
208.0,2.755,67,-58,73,-49,3.635
208.0,2.755,75,-58,73,-54,3.635
208.0,2.755,74,-57,73,-51,3.635
217.0,4.819,62,-58,66,-54,3.4160000000000004
217.0,4.819,58,-58,66,-54,3.4160000000000004
217.0,4.819,61,-57,66,-49,3.4160000000000004
217.0,4.819,68,-57,66,-54,3.4160000000000004
217.0,4.819,82,-59,66,-53,3.4160000000000004
230.0,5.263,81,-59,63,-53,3.321
230.0,5.263,78,-58,63,-53,3.321
230.0,5.263,92,-58,63,-54,3.321
230.0,5.263,95,-58,63,-54,3.321
230.0,5.263,99,-57,63,-50,3.321
240.0,13.280999999999999,100,-59,50,-37,2.8680000000000003
240.0,13.280999999999999,102,-60,50,-53,2.8680000000000003
240.0,13.280999999999999,93,-59,50,-53,2.8680000000000003
240.0,13.280999999999999,104,-60,50,-53,2.8680000000000003
240.0,13.280999999999999,108,-59,50,-46,2.8680000000000003
352.0,14.342,103,-59,34,-50,2.281
352.0,14.342,100,-59,34,-54,2.281
352.0,14.342,107,-60,34,-54,2.281
352.0,14.342,107,-59,34,-55,2.281
352.0,14.342,114,-60,34,-51,2.281
353.0,18.218,105,-60,30,-51,2.156
353.0,18.218,106,-60,30,-54,2.156
353.0,18.218,113,-60,30,-50,2.156
353.0,18.218,122,-60,30,-52,2.156
353.0,18.218,125,-60,30,-51,2.156
443.0,16.803,125,-60,19,-50,1.7690000000000001
443.0,16.803,125,-59,19,-51,1.7690000000000001
443.0,16.803,124,-58,19,-53,1.7690000000000001
443.0,16.803,121,-56,19,-53,1.7690000000000001
443.0,16.803,135,-56,19,-55,1.7690000000000001
413.0,22.605,122,-57,18,-58,1.7619999999999998
413.0,22.605,133,-55,18,-32,1.7619999999999998
413.0,22.605,124,-58,18,-59,1.7619999999999998
413.0,22.605,125,-59,18,-58,1.7619999999999998
413.0,22.605,128,-60,18,-58,1.7619999999999998
413.0,20.647,131,-60,20,-57,1.807
413.0,20.647,127,-59,20,-56,1.807
413.0,20.647,136,-58,20,-58,1.807
413.0,20.647,142,-57,20,-54,1.807
413.0,20.647,155,-57,20,-53,1.807
419.0,25.396,146,-58,15,-56,1.675
419.0,25.396,164,-57,15,-48,1.675
419.0,25.396,150,-55,15,-45,1.675
419.0,25.396,155,-54,15,-41,1.675
419.0,25.396,148,-59,15,-54,1.675
431.0,24.796,149,-59,14,-57,1.631
431.0,24.796,144,-59,14,-58,1.631
431.0,24.796,153,-60,14,-57,1.631
431.0,24.796,154,-58,14,-51,1.631
431.0,24.796,142,-59,14,-57,1.631
462.0,31.101999999999997,137,-60,6,-54,1.3769999999999998
462.0,31.101999999999997,151,-60,6,-60,1.3769999999999998
462.0,31.101999999999997,157,-60,6,-62,1.3769999999999998
462.0,31.101999999999997,159,-59,6,-58,1.3769999999999998
462.0,31.101999999999997,139,-59,6,-60,1.3769999999999998
528.0,31.6,158,-59,254,-53,1.084
528.0,31.6,158,-59,254,-53,1.084
528.0,31.6,146,-60,254,-51,1.084
528.0,31.6,174,-60,254,-56,1.084
528.0,31.6,162,-59,254,-53,1.084
610.0,39.147,161,-58,240,-46,0.0
610.0,39.147,174,-60,240,-56,0.0
610.0,39.147,192,-60,240,-54,0.0
610.0,39.147,195,-60,240,-56,0.0
610.0,39.147,187,-59,240,-47,0.0
739.0,38.016,181,-58,223,-45,0.0
739.0,38.016,160,-59,223,-49,0.0
739.0,38.016,58,-60,223,-55,0.0
739.0,38.016,27,-60,223,-53,0.0
739.0,38.016,15,-60,223,-54,0.0
649.0,2.6710000000000003,12,-60,14,-54,1.514
649.0,2.6710000000000003,12,-58,14,-43,1.514
649.0,2.6710000000000003,11,-60,14,-52,1.514
649.0,2.6710000000000003,11,-58,14,-48,1.514
649.0,2.6710000000000003,11,-59,14,-50,1.514
489.0,2.419,13,-60,36,-50,2.295
489.0,2.419,15,-60,36,-50,2.295
489.0,2.419,19,-60,36,-46,2.295
489.0,2.419,21,-60,36,-51,2.295
489.0,2.419,18,-60,36,-57,2.295
329.0,3.968,25,-59,53,-51,2.9339999999999997
329.0,3.968,25,-60,53,-49,2.9339999999999997
329.0,3.968,25,-60,53,-52,2.9339999999999997
329.0,3.968,25,-60,53,-52,2.9339999999999997
329.0,3.968,28,-60,53,-50,2.9339999999999997
219.0,8.764,33,-60,59,-43,3.1660000000000004
219.0,8.764,40,-59,59,-49,3.1660000000000004
219.0,8.764,36,-60,59,-50,3.1660000000000004
219.0,8.764,41,-60,59,-50,3.1660000000000004
219.0,8.764,40,-60,59,-50,3.1660000000000004
209.0,11.067,44,-59,57,-47,3.108
209.0,11.067,48,-59,57,-48,3.108
209.0,11.067,55,-58,57,-53,3.108
209.0,11.067,65,-57,57,-52,3.108
209.0,11.067,59,-58,57,-53,3.108
206.0,11.02,61,-59,57,-55,3.125
206.0,11.02,75,-57,57,-53,3.125
206.0,11.02,62,-58,57,-52,3.125
206.0,11.02,58,-56,57,-35,3.125
206.0,11.02,67,-58,57,-53,3.125
215.0,20.0,72,-56,47,-16,2.783
215.0,20.0,78,-57,47,-55,2.783
215.0,20.0,83,-58,47,-55,2.783
215.0,20.0,78,-58,47,-55,2.783
215.0,20.0,85,-58,47,-54,2.783
250.0,16.599,78,-58,45,-55,2.707
250.0,16.599,69,-57,45,-52,2.707
250.0,16.599,87,-57,45,-53,2.707
250.0,16.599,94,-58,45,-50,2.707
250.0,16.599,92,-56,45,-47,2.707
259.0,22.834,102,-58,39,-55,2.496
259.0,22.834,86,-58,39,-55,2.496
259.0,22.834,89,-58,39,-55,2.496
259.0,22.834,83,-57,39,-54,2.496
259.0,22.834,93,-58,39,-56,2.496
327.0,26.294,99,-56,27,-44,2.0909999999999997
327.0,26.294,98,-57,27,-57,2.0909999999999997
327.0,26.294,100,-59,27,-56,2.0909999999999997
327.0,26.294,98,-59,27,-57,2.0909999999999997
327.0,26.294,109,-60,27,-56,2.0909999999999997
339.0,24.701,95,-60,27,-52,2.066
339.0,24.701,111,-60,27,-53,2.066
339.0,24.701,107,-60,27,-43,2.066
339.0,24.701,109,-60,27,-54,2.066
339.0,24.701,117,-60,27,-55,2.066
370.0,31.746,128,-60,18,-56,1.787
370.0,31.746,123,-60,18,-56,1.787
370.0,31.746,110,-60,18,-38,1.787
370.0,31.746,125,-60,18,-52,1.787
370.0,31.746,135,-59,18,-50,1.787
362.0,32.4,136,-58,19,-47,1.814
362.0,32.4,143,-59,19,-55,1.814
362.0,32.4,126,-60,19,-51,1.814
362.0,32.4,135,-60,19,-52,1.814
362.0,32.4,146,-60,19,-51,1.814
499.0,31.967,129,-61,1,-51,1.202
499.0,31.967,151,-60,1,-51,1.202
499.0,31.967,130,-60,1,-52,1.202
499.0,31.967,140,-60,1,-52,1.202
499.0,31.967,139,-60,1,-52,1.202
541.0,34.509,144,-60,251,-52,0.0
541.0,34.509,127,-60,251,-50,0.0
541.0,34.509,154,-61,251,-52,0.0
541.0,34.509,149,-61,251,-53,0.0
541.0,34.509,155,-60,251,-51,0.0
532.0,42.913000000000004,140,-60,248,-53,0.0
532.0,42.913000000000004,198,-60,248,-50,0.0
532.0,42.913000000000004,199,-59,248,-43,0.0
532.0,42.913000000000004,217,-59,248,-53,0.0
532.0,42.913000000000004,185,-57,248,-46,0.0
539.0,2.8339999999999996,179,-59,28,-53,2.012
539.0,2.8339999999999996,176,-58,28,-52,2.012
539.0,2.8339999999999996,186,-60,28,-53,2.012
539.0,2.8339999999999996,206,-60,28,-52,2.012
539.0,2.8339999999999996,190,-60,28,-51,2.012
490.0,6.324,217,-59,26,-49,1.979
490.0,6.324,222,-58,26,-45,1.979
490.0,6.324,238,-57,26,-49,1.979
490.0,6.324,242,-55,26,-53,1.979
490.0,6.324,241,-54,26,-33,1.979
527.0,0.0,254,-57,42,-54,2.4419999999999997
527.0,0.0,231,-59,42,-56,2.4419999999999997
527.0,0.0,264,-60,42,-55,2.4419999999999997
527.0,0.0,240,-60,42,-54,2.4419999999999997
527.0,0.0,249,-60,42,-52,2.4419999999999997
662.0,15.686,229,-60,248,-39,0.0
662.0,15.686,243,-60,248,-52,0.0
662.0,15.686,111,-59,248,-52,0.0
662.0,15.686,60,-58,248,-40,0.0
662.0,15.686,31,-59,248,-54,0.0
627.0,10.671,20,-58,1,-40,1.147
627.0,10.671,18,-57,1,-42,1.147
627.0,10.671,14,-60,1,-53,1.147
627.0,10.671,13,-60,1,-53,1.147
627.0,10.671,13,-58,1,-24,1.147
487.0,12.8,15,-58,17,-52,1.692
487.0,12.8,17,-54,17,-44,1.692
487.0,12.8,17,-57,17,-54,1.692
487.0,12.8,23,-58,17,-55,1.692
487.0,12.8,20,-57,17,-53,1.692
347.0,14.342,20,-57,34,-53,2.305
347.0,14.342,22,-57,34,-53,2.305
347.0,14.342,28,-57,34,-52,2.305
347.0,14.342,27,-57,34,-54,2.305
347.0,14.342,34,-57,34,-54,2.305
227.0,16.867,34,-57,48,-54,2.812
227.0,16.867,32,-57,48,-53,2.812
227.0,16.867,39,-57,48,-53,2.812
227.0,16.867,47,-56,48,-42,2.812
227.0,16.867,41,-56,48,-54,2.812
187.0,18.823,48,-57,51,-54,2.9530000000000003
187.0,18.823,56,-57,51,-53,2.9530000000000003
187.0,18.823,62,-58,51,-55,2.9530000000000003
187.0,18.823,49,-57,51,-54,2.9530000000000003
187.0,18.823,51,-56,51,-54,2.9530000000000003
192.0,19.028,54,-57,51,-54,2.9219999999999997
192.0,19.028,62,-57,51,-53,2.9219999999999997
192.0,19.028,67,-57,51,-54,2.9219999999999997
192.0,19.028,69,-56,51,-54,2.9219999999999997
192.0,19.028,73,-56,51,-55,2.9219999999999997
202.0,21.343000000000004,67,-57,47,-55,2.813
202.0,21.343000000000004,75,-56,47,-54,2.813
202.0,21.343000000000004,79,-57,47,-53,2.813
202.0,21.343000000000004,77,-56,47,-53,2.813
202.0,21.343000000000004,68,-57,47,-54,2.813
224.0,30.522,67,-56,38,-47,2.511
224.0,30.522,73,-56,38,-56,2.511
224.0,30.522,77,-57,38,-56,2.511
224.0,30.522,78,-57,38,-56,2.511
224.0,30.522,85,-56,38,-57,2.511
277.0,33.064,83,-56,30,-56,2.208
277.0,33.064,80,-57,30,-56,2.208
277.0,33.064,95,-57,30,-57,2.208
277.0,33.064,87,-56,30,-60,2.208
277.0,33.064,82,-55,30,-44,2.208
302.0,31.781999999999996,83,-53,27,-25,2.109
302.0,31.781999999999996,94,-54,27,-54,2.109
302.0,31.781999999999996,99,-54,27,-54,2.109
302.0,31.781999999999996,98,-54,27,-55,2.109
302.0,31.781999999999996,105,-55,27,-56,2.109
361.0,32.388000000000005,109,-54,19,-58,1.818
361.0,32.388000000000005,115,-54,19,-58,1.818
361.0,32.388000000000005,130,-54,19,-58,1.818
361.0,32.388000000000005,114,-54,19,-59,1.818
361.0,32.388000000000005,96,-54,19,-59,1.818
343.0,36.326,112,-53,20,-43,1.8419999999999999
343.0,36.326,115,-53,20,-50,1.8419999999999999
343.0,36.326,139,-56,20,-55,1.8419999999999999
343.0,36.326,18,-56,20,-56,1.8419999999999999
343.0,36.326,94,-56,20,-51,1.8419999999999999
330.0,5.813,123,-55,49,-47,2.7910000000000004
330.0,5.813,152,-57,49,-55,2.7910000000000004
330.0,5.813,172,-56,49,-55,2.7910000000000004
330.0,5.813,184,-56,49,-55,2.7910000000000004
330.0,5.813,164,-56,49,-52,2.7910000000000004
422.0,0.0,155,-56,56,-50,2.958
422.0,0.0,164,-56,56,-44,2.958
422.0,0.0,172,-55,56,-48,2.958
422.0,0.0,172,-57,56,-55,2.958
422.0,0.0,155,-58,56,-50,2.958
440.0,5.468,161,-59,35,-57,2.275
440.0,5.468,173,-58,35,-54,2.275
440.0,5.468,189,-58,35,-54,2.275
440.0,5.468,168,-57,35,-55,2.275
440.0,5.468,185,-56,35,-54,2.275
543.0,11.645999999999999,186,-56,11,-54,1.479
543.0,11.645999999999999,209,-57,11,-55,1.479
543.0,11.645999999999999,200,-56,11,-55,1.479
543.0,11.645999999999999,195,-56,11,-51,1.479
543.0,11.645999999999999,178,-56,11,-54,1.479
660.0,10.546,197,-56,254,-54,1.013
660.0,10.546,203,-56,254,-52,1.013
660.0,10.546,199,-57,254,-53,1.013
660.0,10.546,195,-56,254,-50,1.013
660.0,10.546,177,-58,254,-53,1.013
640.0,10.440999999999999,191,-58,0,-51,1.1
640.0,10.440999999999999,191,-56,0,-22,1.1
640.0,10.440999999999999,191,-57,0,-55,1.1
640.0,10.440999999999999,218,-56,0,-54,1.1
640.0,10.440999999999999,208,-57,0,-51,1.1
580.0,10.843,232,-57,7,-53,1.344
580.0,10.843,243,-56,7,-52,1.344
