netMosAvg,d2cLossAvg,e2eJitterAvg,d2cJitterAvg,e2eLossAvg,jitDepthAvg,playSpeedAvg
3.1291599999999997,18,283,283,18,3504,1.0
1.8847,33,497,497,33,2744,1.0
1.0750899999999999,48,780,780,48,3164,1.0
1.0,63,940,940,63,3895,1.0
1.0,76,1031,1031,76,4071,1.0
1.0,89,728,728,89,4103,1.0
3.86225,7,133,133,7,4014,1.0
2.76566,22,400,400,22,3134,1.0
1.8446,35,634,634,35,2597,1.0
1.0495,50,833,833,50,3149,1.0
1.0,68,929,929,68,4022,1.0
1.0,82,1052,1052,82,4216,1.0
2.90997,36,330,330,36,4250,1.0
3.5991199999999997,12,212,212,12,3840,1.0
2.31842,28,414,414,28,3020,1.0
1.39273,42,650,650,42,2680,1.0
1.0,56,908,908,56,3500,1.0
1.0,74,1081,1081,74,4117,1.0
1.0,88,1129,1129,88,4203,1.0
3.4461699999999995,20,167,167,20,4221,1.0
3.27835,16,301,301,16,3511,1.0
1.93894,32,524,524,32,2751,1.0
1.13963,46,797,797,46,3195,1.0
1.0,63,893,893,63,4106,1.0
1.0,76,955,955,76,4118,1.0
1.0,92,979,979,92,4169,1.0
3.87569,6,149,149,6,4069,1.0
2.9104900000000002,20,360,360,20,3189,1.0
1.88883,35,602,602,35,2737,1.0
1.0095,52,846,846,52,3719,1.0
1.0,65,966,966,65,4072,1.0
1.0,83,890,890,83,4096,1.0
3.20043,27,277,277,27,4090,1.0
3.54152,12,223,223,12,3682,1.0
2.37995,27,426,426,27,2862,1.0
1.27388,42,744,744,42,2671,1.0
1.0,58,902,902,58,3644,1.0
1.0,73,971,971,73,4108,1.0
1.0,87,1088,1088,87,4094,1.0
3.6669699999999996,12,97,97,12,4111,1.0
3.1281,17,295,295,17,3421,1.0
2.00707,31,531,531,31,2681,1.0
1.17562,46,713,713,46,3126,1.0
0.9997219999999999,62,894,894,62,3398,1.0
1.0,76,1050,1050,76,4117,1.0
1.0,90,1219,1219,90,4266,1.0
3.8905800000000004,6,140,140,6,4176,1.0
2.88095,22,394,394,22,3296,1.0
1.61855,36,611,611,36,2717,1.0
1.03219,52,790,790,52,3222,1.0
1.0,69,937,937,69,3882,1.0
1.0,82,1005,1005,82,4142,1.0
2.94028,35,323,323,35,4152,1.0
3.5983300000000003,11,224,224,11,3744,1.0
2.52265,26,449,449,26,2924,1.0
1.33305,42,675,675,42,2518,1.0
1.00124,55,858,858,55,3578,1.0
1.0,72,965,965,72,4004,1.0
1.0,87,989,989,87,4165,1.0
3.7175,12,97,97,12,4184,1.0
3.2348,18,285,285,18,3474,1.0
2.2802,31,524,524,31,2714,1.0
1.15432,46,698,698,46,3037,1.0
1.0,61,946,946,61,3893,1.0
1.0,74,1126,1126,74,4157,1.0
1.0,89,721,721,89,4241,1.0
3.8423199999999995,7,131,131,7,4146,1.0
2.86673,21,364,364,21,3286,1.0
1.46923,38,572,572,38,2606,1.0
1.00262,53,835,835,53,3331,1.0
1.0,67,963,963,67,4107,1.0
1.0,82,1117,1117,82,4221,1.0
3.1827900000000002,29,187,187,29,4248,1.0
3.5398400000000003,12,224,224,12,3820,1.0
2.42103,28,425,425,28,3020,1.0
1.5137399999999999,40,656,656,40,3062,1.0
1.02335,55,889,889,55,3471,1.0
1.0,71,941,941,71,4071,1.0
1.0,87,910,910,87,4097,1.0
3.6491,13,181,181,13,4167,1.0
3.27485,17,302,302,17,3478,1.0
2.06312,33,542,542,33,2718,1.0
1.1858799999999998,45,690,690,45,2977,1.0
1.0,61,899,899,61,3904,1.0
1.0,77,955,955,77,4112,1.0
1.0,89,861,861,89,4133,1.0
3.84001,7,142,142,7,4028,1.0
2.94476,21,368,368,21,3168,1.0
1.52227,38,620,620,38,2725,1.0
1.0386600000000001,52,743,743,52,3457,1.0
1.0,64,997,997,64,4092,1.0
1.0,84,995,995,84,4093,1.0
3.18223,27,219,219,27,4149,1.0
3.5244199999999997,12,209,209,12,3740,1.0
2.42493,27,439,439,27,2920,1.0
1.26904,41,715,715,41,2636,1.0
1.0008299999999999,57,871,871,57,3354,1.0
1.0,72,1049,1049,72,3925,1.0
1.0,86,1061,1061,86,4093,1.0
3.4817,17,89,89,17,4146,1.0
3.28051,18,288,288,18,3436,1.0
1.7461400000000002,34,503,503,34,2676,1.0
1.1344,47,713,713,47,3138,1.0
1.0,62,980,980,62,3782,1.0
1.0,76,982,982,76,4144,1.0
1.0,90,1075,1075,90,4107,1.0
3.7154599999999998,8,143,143,8,4005,1.0
2.8124599999999997,22,362,362,22,3145,1.0
1.7153900000000002,37,571,571,37,2604,1.0
1.03925,52,808,808,52,3046,1.0
1.0,67,939,939,67,3731,1.0
1.0,82,1086,1086,82,4152,1.0
2.95625,35,299,299,35,4200,1.0
3.59365,12,230,230,12,3771,1.0
2.49186,26,452,452,26,2971,1.0
1.3875899999999999,42,712,712,42,2967,1.0
1.02204,56,859,859,56,3669,1.0
1.0,72,1037,1037,72,4078,1.0
1.0,86,1034,1034,86,4232,1.0
3.56724,14,99,99,14,4277,1.0
3.16697,17,268,268,17,3587,1.0
2.12316,32,536,536,32,2827,1.0
1.0791600000000001,48,755,755,48,2922,1.0
0.999447,59,893,893,59,3762,1.0
1.0,76,1003,1003,76,4078,1.0
1.0,90,878,878,90,4132,1.0
3.8601300000000003,7,142,142,7,4009,1.0
2.92489,22,370,370,22,3149,1.0
1.7789599999999999,36,616,616,36,2657,1.0
1.00062,53,809,809,53,3359,1.0
1.0,65,987,987,65,4113,1.0
1.0,83,1074,1074,83,4087,1.0
2.90918,35,260,260,35,4110,1.0
3.5350699999999997,11,208,208,11,3681,1.0
2.4459999999999997,27,444,444,27,2881,1.0
1.38455,41,663,663,41,2771,1.0
1.00048,57,885,885,57,3584,1.0
1.0,75,1174,1174,75,4067,1.0
1.0,87,954,954,87,4194,1.0
3.4235800000000003,21,154,154,21,4218,1.0
3.09535,18,308,308,18,3508,1.0
2.2100400000000002,29,520,520,29,2768,1.0
1.1457700000000002,46,727,727,46,3171,1.0
1.0,63,919,919,63,3806,1.0
1.0,77,978,978,77,4257,1.0
1.0,90,827,827,90,4349,1.0
3.8906400000000003,6,141,141,6,4254,1.0
2.94768,22,368,368,22,3374,1.0
1.56972,38,600,600,38,2807,1.0
1.13242,50,814,814,50,3518,1.0
1.0,66,962,962,66,4049,1.0
1.0,84,960,960,84,4075,1.0
3.21762,27,203,203,27,4086,1.0
3.60145,12,216,216,12,3658,1.0
2.48883,26,452,452,26,2858,1.0
1.46392,40,666,666,40,2906,1.0
1.00065,57,860,860,57,3804,1.0
1.0,72,1035,1035,72,4109,1.0
1.0,88,1042,1042,88,4184,1.0
3.7305800000000002,12,98,98,12,4203,1.0
3.13415,17,276,276,17,3493,1.0
1.9888,32,497,497,32,2753,1.0
1.12602,46,718,718,46,2905,1.0
1.0,60,956,956,60,4007,1.0
1.0,76,969,969,76,4211,1.0
1.0,91,919,919,91,4297,1.0
3.8502099999999997,7,145,145,7,4196,1.0
2.89125,22,372,372,22,3336,1.0
1.66986,37,596,596,37,2679,1.0
0.999152,51,823,823,51,3310,1.0
1.0,66,1014,1014,66,3859,1.0
1.0,82,1106,1106,82,4081,1.0
3.31665,24,333,333,24,4173,1.0
3.5939900000000002,11,225,225,11,3746,1.0
2.4359599999999997,28,484,484,28,2946,1.0
1.43354,42,644,644,42,3091,1.0
0.998185,57,943,943,57,3673,1.0
1.0,69,1119,1119,69,4082,1.0
1.0,85,1153,1153,85,4108,1.0
4.017919999999999,3,95,95,3,4105,1.0
3.2841400000000003,16,288,288,16,3415,1.0
2.26736,29,527,527,29,2657,1.0
1.13455,47,694,694,47,2979,1.0
1.0,59,967,967,59,3701,1.0
1.0,75,1008,1008,75,4097,1.0
1.626,72,827,827,72,4112,1.0
3.8987800000000004,6,146,146,6,4016,1.0
2.9493,21,365,365,21,3156,1.0
1.70328,37,582,582,37,2556,1.0
1.05922,52,832,832,52,3428,1.0
1.0,65,1017,1017,65,3894,1.0
1.0,83,1081,1081,83,4158,1.0
2.95625,34,300,300,34,4246,1.0
3.6274300000000004,12,217,217,12,3838,1.0
2.2839400000000003,28,462,462,28,3018,1.0
1.51039,39,704,704,39,3024,1.0
1.0008700000000001,56,904,904,56,3878,1.0
1.0,72,911,911,72,4071,1.0
1.0,87,902,902,87,4147,1.0
3.76621,11,91,91,11,4182,1.0
3.2589200000000003,16,320,320,16,3472,1.0
2.03994,32,505,505,32,2706,1.0
1.1322,46,744,744,46,3270,1.0
1.0,60,935,935,60,3948,1.0
1.0,78,979,979,78,4128,1.0
1.0,89,869,869,89,4187,1.0
3.8801400000000004,6,145,145,6,4089,1.0
2.95955,22,372,372,22,3229,1.0
1.6451099999999999,37,631,631,37,2532,1.0
1.03845,51,824,824,51,3452,1.0
1.0,67,1017,1017,67,3999,1.0
1.0,80,1049,1049,80,4156,1.0
2.90878,35,297,297,35,4211,1.0
3.5895900000000003,11,241,241,11,3804,1.0
2.35811,28,419,419,28,2984,1.0
1.38253,41,651,651,41,2840,1.0
0.999822,55,937,937,55,3611,1.0
1.0,71,1035,1035,71,4166,1.0
1.0,85,1088,1088,85,4210,1.0
3.4815,20,181,181,20,4243,1.0
3.1806400000000004,17,318,318,17,3534,1.0
2.01252,31,547,547,31,2777,1.0
1.12544,45,775,775,45,2927,1.0
1.0,61,984,984,61,3760,1.0
1.0,77,1035,1035,77,4146,1.0
1.0,90,818,818,90,4237,1.0
3.87702,6,150,150,6,4145,1.0
2.79375,23,365,365,23,3265,1.0
1.76679,35,640,640,35,2754,1.0
1.04166,52,729,729,52,3244,1.0
1.0,68,927,927,68,3949,1.0
1.0,82,996,996,82,4130,1.0
3.1827900000000002,28,224,224,28,4092,1.0
3.6349099999999996,12,227,227,12,3683,1.0
2.55582,26,411,411,26,2863,1.0
1.41486,42,702,702,42,2606,1.0
1.00746,55,860,860,55,3207,1.0
1.0,72,1047,1047,72,4123,1.0
1.0,86,1066,1066,86,4229,1.0
3.6744800000000004,13,202,202,13,4252,1.0
3.16418,17,301,301,17,3562,1.0
2.05602,32,531,531,32,2782,1.0
1.18201,49,759,759,49,3005,1.0
1.0,63,897,897,63,3491,1.0
1.0,77,1063,1063,77,3839,1.0
1.0,90,695,695,90,4108,1.0
3.7650699999999997,7,147,147,7,3989,1.0
2.95716,22,370,370,22,3129,1.0
1.6997400000000003,36,604,604,36,2597,1.0
1.03179,52,898,898,52,3212,1.0
1.0,68,986,986,68,4084,1.0
1.0,80,942,942,80,4195,1.0
2.90997,36,320,320,36,4278,1.0
3.5880699999999996,11,218,218,11,3851,1.0
2.4099,27,454,454,27,3031,1.0
1.35188,41,651,651,41,3016,1.0
1.00962,58,820,820,58,3692,1.0
1.0,70,1048,1048,70,4080,1.0
1.0,86,983,983,86,4137,1.0
3.42636,21,195,195,21,4137,1.0
3.19795,16,298,298,16,3427,1.0
2.48592,28,532,532,28,2673,1.0
1.0716299999999999,48,741,741,48,3106,1.0
1.0,62,967,967,62,3661,1.0
1.0,78,1030,1030,78,4151,1.0
1.626,71,880,880,71,4248,1.0
3.85722,7,146,146,7,4161,1.0
2.92413,22,358,358,22,3301,1.0
1.61366,36,618,618,36,2711,1.0
1.02644,53,846,846,53,3263,1.0
0.9995940000000001,67,982,982,67,4092,1.0
1.0,82,999,999,82,4177,1.0
2.94082,35,284,284,35,4226,1.0
3.6528,10,229,229,10,3800,1.0
2.50153,26,437,437,26,2980,1.0
1.43534,42,676,676,42,2680,1.0
0.9988299999999999,56,888,888,56,3611,1.0
1.0,74,1033,1033,74,4119,1.0
1.0,87,1044,1044,87,4198,1.0
3.67898,13,93,93,13,4244,1.0
3.1107299999999998,18,301,301,18,3554,1.0
2.00158,32,537,537,32,2794,1.0
1.21064,46,777,777,46,3119,1.0
1.0,61,941,941,61,3868,1.0
1.0,77,1044,1044,77,4134,1.0
1.0,91,748,748,91,4193,1.0
3.80484,7,135,135,7,4073,1.0
2.9767900000000003,23,378,378,23,3213,1.0
1.34425,41,607,607,41,2675,1.0
1.0155,51,832,832,51,3592,1.0
1.0,67,975,975,67,4093,1.0
1.0,83,1080,1080,83,4189,1.0
3.23572,27,217,217,27,4257,1.0
3.61801,11,211,211,11,3829,1.0
2.39436,28,446,446,28,3029,1.0
1.45544,40,688,688,40,2971,1.0
1.00425,56,872,872,56,3775,1.0
1.0,72,1083,1083,72,4020,1.0
1.0,83,981,981,83,4225,1.0
3.68815,13,97,97,13,4269,1.0
3.2955099999999997,17,286,286,17,3579,1.0
2.02675,32,511,511,32,2819,1.0
1.14099,47,729,729,47,3073,1.0
0.9991530000000001,61,944,944,61,3778,1.0
1.0,78,1004,1004,78,4117,1.0
1.626,73,866,866,73,4217,1.0
3.8614800000000002,6,139,139,6,4124,1.0
3.00446,22,351,351,22,3264,1.0
1.6646,37,607,607,37,2753,1.0
1.0053299999999998,51,848,848,51,3031,1.0
1.0,66,913,913,66,3597,1.0
1.0,84,927,927,84,4060,1.0
2.87944,37,324,324,37,4118,1.0
3.55945,12,211,211,12,3709,1.0
2.60887,25,426,426,25,2889,1.0
1.5281,39,700,700,39,3050,1.0
0.999878,57,864,864,57,3779,1.0
1.0,73,1029,1029,73,4072,1.0
1.0,86,1003,1003,86,4097,1.0
3.3727199999999997,20,214,214,20,4152,1.0
3.34234,15,285,285,15,3442,1.0
2.17408,30,498,498,30,2667,1.0
1.16811,46,748,748,46,2966,1.0
1.0,62,943,943,62,4040,1.0
1.0,76,917,917,76,4121,1.0
1.0,90,805,805,90,4168,1.0
3.85795,7,145,145,7,4079,1.0
2.72284,22,354,354,22,3219,1.0
1.87677,35,590,590,35,2716,1.0
1.01829,54,757,757,54,3399,1.0
1.0,67,955,955,67,3950,1.0
1.0,82,975,975,82,4087,1.0
3.31587,24,298,298,24,4139,1.0
3.62126,11,215,215,11,3731,1.0
2.2543900000000003,28,460,460,28,2911,1.0
1.24981,42,651,651,42,2758,1.0
1.02105,57,858,858,57,3608,1.0
1.0,72,985,985,72,4127,1.0
1.0,86,979,979,86,4182,1.0
3.70375,13,110,110,13,4225,1.0
3.3663,16,283,283,16,3515,1.0
2.12115,31,507,507,31,2755,1.0
1.237,47,714,714,47,3034,1.0
1.0,61,943,943,61,3569,1.0
1.0,77,932,932,77,4098,1.0
1.0,86,838,838,86,4194,1.0
3.86217,7,147,147,7,4095,1.0
2.6935700000000002,23,374,374,23,3235,1.0
1.62859,37,662,662,37,2723,1.0
1.11018,51,881,881,51,3698,1.0
1.0,66,964,964,66,4068,1.0
1.0,82,1098,1098,82,4167,1.0
3.3160300000000005,25,236,236,25,4230,1.0
3.5974699999999995,12,227,227,12,3823,1.0
2.41549,27,486,486,27,3003,1.0
1.28119,42,663,663,42,2880,1.0
1.0154,56,800,800,56,3439,1.0
1.0,71,1030,1030,71,4011,1.0
1.0,88,1099,1099,88,4063,1.0
3.73288,12,85,85,12,4092,1.0
3.3929699999999996,16,300,300,16,3402,1.0
2.1989,31,529,529,31,2649,1.0
1.14602,49,744,744,49,3165,1.0
0.999144,61,895,895,61,3844,1.0
1.0,76,1045,1045,76,4112,1.0
1.7825,67,879,879,67,4154,1.0
3.78729,7,134,134,7,4050,1.0
3.12138,19,397,397,19,3190,1.0
1.7699099999999999,36,600,600,36,2647,1.0
1.0014,52,855,855,52,3118,1.0
1.0,67,986,986,67,3817,1.0
1.0,83,1055,1055,83,4129,1.0
3.3475,24,287,287,24,4197,1.0
3.6467400000000003,10,216,216,10,3811,1.0
2.53698,27,442,442,27,2971,1.0
1.3083799999999999,41,627,627,41,2916,1.0
1.0,59,889,889,59,3605,1.0
1.0,71,962,962,71,4104,1.0
1.0,85,929,929,85,4139,1.0
3.7444800000000003,12,92,92,12,4159,1.0
3.26471,17,289,289,17,3449,1.0
1.98711,33,486,486,33,2689,1.0
1.14751,45,731,731,45,3190,1.0
1.0,63,900,900,63,3553,1.0
1.0,76,853,853,76,4017,1.0
1.0,90,728,728,90,4066,1.0
3.80105,6,146,146,6,3941,1.0
3.14855,20,377,377,20,3081,1.0
1.5681399999999999,37,658,658,37,2786,1.0
1.0157100000000001,54,813,813,54,3525,1.0
1.00535,64,1005,1005,64,4030,1.0
1.0,84,941,941,84,4146,1.0
2.94082,36,381,381,36,4218,1.0
3.55094,12,222,222,12,3812,1.0
2.23347,29,433,433,29,2992,1.0
1.31407,41,649,649,41,2848,1.0
1.01078,56,917,917,56,3543,1.0
1.0,71,1051,1051,71,4024,1.0
1.0,86,948,948,86,4175,1.0
3.5213,15,101,101,15,4181,1.0
3.13575,18,301,301,18,3511,1.0
1.93347,33,529,529,33,2751,1.0
1.07423,45,774,774,45,2853,1.0
1.0,63,948,948,63,3807,1.0
1.0,76,1174,1174,76,4166,1.0
1.0,89,838,838,89,4204,1.0
3.88754,7,148,148,7,4110,1.0
3.0260599999999998,20,375,375,20,3230,1.0
1.79338,36,604,604,36,2629,1.0
1.07805,52,783,783,52,3333,1.0
1.0,65,956,956,65,4014,1.0
1.0,81,968,968,81,4162,1.0
2.9093400000000003,35,265,265,35,4188,1.0
3.51344,13,226,226,13,3780,1.0
2.47716,26,447,447,26,2960,1.0
1.41737,41,684,684,41,2821,1.0
1.0069,56,910,910,56,3288,1.0
1.0,72,989,989,72,3962,1.0
1.0,85,1069,1069,85,4130,1.0
3.70289,11,103,103,11,4175,1.0
3.39503,15,295,295,15,3465,1.0
2.14193,32,559,559,32,2685,1.0
1.15514,47,714,714,47,3054,1.0
1.0002799999999998,62,926,926,62,3874,1.0
1.0,77,960,960,77,4102,1.0
1.0,90,792,792,90,4122,1.0
3.8550199999999997,6,154,154,6,4023,1.0
3.02208,21,361,361,21,3143,1.0
1.57321,37,617,617,37,2654,1.0
1.0921,50,775,775,50,3426,1.0
1.0,70,965,965,70,4018,1.0
1.0,83,999,999,83,4097,1.0
2.94042,35,370,370,35,4140,1.0
3.54753,12,207,207,12,3732,1.0
2.50509,27,452,452,27,2912,1.0
1.3040100000000001,41,683,683,41,2856,1.0
1.0086600000000001,58,914,914,58,3564,1.0
1.0,71,977,977,71,3952,1.0
1.0,85,1080,1080,85,4182,1.0
3.49336,15,102,102,15,4212,1.0
3.3765,15,291,291,15,3482,1.0
2.26143,30,488,488,30,2722,1.0
1.08121,46,729,729,46,3048,1.0
1.0,60,908,908,60,3424,1.0
1.0,76,994,994,76,4023,1.0
1.0,88,974,974,88,4158,1.0
3.83278,7,154,154,7,4057,1.0
2.87804,22,373,373,22,3197,1.0
1.77184,35,605,605,35,2788,1.0
1.0240200000000002,54,835,835,54,3528,1.0
1.0,67,871,871,67,4032,1.0
1.0,81,1128,1128,81,4115,1.0
3.6476,15,219,219,15,4177,1.0
3.5941400000000003,10,236,236,10,3747,1.0
2.42944,28,451,451,28,2927,1.0
1.50825,40,662,662,40,2983,1.0
1.00167,57,863,863,57,3706,1.0
1.0,70,984,984,70,4090,1.0
1.0,88,1160,1160,88,4182,1.0
3.72954,7,98,98,7,4222,1.0
3.25767,17,290,290,17,3512,1.0
2.0817099999999997,32,514,514,32,2752,1.0
1.0654700000000001,46,792,792,46,2997,1.0
1.0,62,974,974,62,3848,1.0
1.0,75,1162,1162,75,4124,1.0
1.0,91,789,789,91,4224,1.0
3.84374,7,139,139,7,4122,1.0
2.75161,22,379,379,22,3262,1.0
1.6440700000000001,37,611,611,37,2759,1.0
1.00145,52,855,855,52,3366,1.0
1.0,69,958,958,69,3937,1.0
1.0,83,1045,1045,83,4153,1.0
2.92538,34,272,272,34,4215,1.0
3.56851,13,239,239,13,3786,1.0
2.67615,25,431,431,25,2986,1.0
1.37174,40,708,708,40,2932,1.0
1.01624,57,833,833,57,3616,1.0
1.0,72,974,974,72,4047,1.0
1.0,86,1224,1224,86,4191,1.0
3.4814800000000004,19,198,198,19,4228,1.0
3.18388,18,303,303,18,3518,1.0
2.13983,31,526,526,31,2758,1.0
1.1914,45,782,782,45,3080,1.0
1.0,64,911,911,64,3533,1.0
1.0,77,1028,1028,77,4012,1.0
1.7825,66,811,811,66,4089,1.0
3.8672400000000002,6,150,150,6,3978,1.0
3.0201700000000002,20,394,394,20,3098,1.0
1.8094700000000001,35,635,635,35,2601,1.0
1.05105,52,927,927,52,3530,1.0
1.0,66,931,931,66,3969,1.0
1.0,85,1100,1100,85,4196,1.0
2.94082,33,204,204,33,4287,1.0
3.6003,12,214,214,12,3880,1.0
2.55241,27,478,478,27,3080,1.0
1.12626,44,656,656,44,2749,1.0
0.9992030000000001,57,904,904,57,3492,1.0
1.0,73,967,967,73,4116,1.0
1.0,87,1183,1183,87,4113,1.0
3.4927300000000003,19,164,164,19,4142,1.0
3.32081,16,309,309,16,3432,1.0
2.00788,31,531,531,31,2653,1.0
1.07866,46,845,845,46,3484,1.0
0.9990709999999999,59,996,996,59,4060,1.0
1.0,77,1022,1022,77,4170,1.0
1.0,89,719,719,89,4242,1.0
3.9195300000000004,6,146,146,6,4143,1.0
2.8660200000000002,21,388,388,21,3263,1.0
1.4282299999999999,39,606,606,39,2623,1.0
1.11571,51,893,893,51,3231,1.0
1.0,66,948,948,66,3793,1.0
1.0,80,1084,1084,80,4171,1.0
2.94082,34,251,251,34,4269,1.0
3.50401,12,223,223,12,3841,1.0
2.60442,26,398,398,26,3041,1.0
1.1748,42,670,670,42,2728,1.0
1.01305,55,871,871,55,3615,1.0
1.0,75,950,950,75,4090,1.0
1.0,89,914,914,89,4180,1.0
3.4564,19,185,185,19,4216,1.0
3.3334099999999998,15,292,292,15,3507,1.0
1.9601,32,529,529,32,2728,1.0
1.13507,47,733,733,47,3158,1.0
1.0,63,914,914,63,4028,1.0
1.0,77,991,991,77,4063,1.0
1.0,90,757,757,90,4085,1.0
3.8197699999999997,7,157,157,7,3991,1.0
2.6245,23,346,346,23,3131,1.0
1.58013,37,578,578,37,2668,1.0
0.9974649999999999,52,874,874,52,3432,1.0
1.0,66,946,946,66,3772,1.0
1.0,82,1007,1007,82,3888,1.0
2.90955,36,292,292,36,4083,1.0
3.6015900000000003,12,213,213,12,3654,1.0
2.44096,27,426,426,27,2854,1.0
1.29365,42,669,669,42,2867,1.0
1.00187,56,825,825,56,3534,1.0
1.0,71,1074,1074,71,4095,1.0
1.0,86,1140,1140,86,4161,1.0
3.7301300000000004,12,102,102,12,4205,1.0
3.27204,16,299,299,16,3475,1.0
2.10143,31,491,491,31,2756,1.0
1.1508399999999999,47,737,737,47,3011,1.0
1.0,61,987,987,61,3766,1.0
1.0,77,1137,1137,77,4167,1.0
1.0,90,758,758,90,4250,1.0
3.8368900000000004,7,143,143,7,4157,1.0
2.7966599999999997,23,366,366,23,3297,1.0
1.5718299999999998,38,570,570,38,2600,1.0
1.0834700000000002,51,811,811,51,3232,1.0
1.0,67,1004,1004,67,4008,1.0
1.0,82,927,927,82,4149,1.0
2.9254,36,269,269,36,4148,1.0
3.41891,13,226,226,13,3718,1.0
2.66515,25,427,427,25,2918,1.0
1.4159700000000002,41,719,719,41,3003,1.0
0.999258,58,870,870,58,3691,1.0
1.0,72,933,933,72,4157,1.0
1.0,87,950,950,87,4256,1.0
3.6817800000000003,12,104,104,12,4268,1.0
3.1087599999999997,18,283,283,18,3558,1.0
1.96015,33,524,524,33,2799,1.0
1.1898799999999998,45,766,766,45,3319,1.0
1.0,64,918,918,64,3588,1.0
1.0,77,963,963,77,4126,1.0
1.0,87,761,761,87,4166,1.0
3.7957699999999996,8,144,144,8,4040,1.0
2.85799,22,379,379,22,3180,1.0
1.55864,37,651,651,37,2659,1.0
1.12734,51,896,896,51,3270,1.0
0.9996459999999999,66,1064,1064,66,4050,1.0
1.0,83,1020,1020,83,4200,1.0
2.90994,37,277,277,37,4254,1.0
3.5879300000000005,13,225,225,13,3848,1.0
2.41715,28,463,463,28,3028,1.0
1.23675,43,668,668,43,2874,1.0
1.0,59,893,893,59,3419,1.0
1.0,71,1060,1060,71,3861,1.0
1.0,87,956,956,87,4137,1.0
3.6787199999999998,13,103,103,13,4169,1.0
3.29581,16,312,312,16,3459,1.0
1.98545,33,520,520,33,2699,1.0
1.06864,50,770,770,50,3053,1.0
1.0,62,893,893,62,3770,1.0
1.0,78,941,941,78,4096,1.0
1.0,90,727,727,90,4126,1.0
3.85434,6,146,146,6,3998,1.0
2.95742,21,352,352,21,3118,1.0
1.8617299999999999,37,605,605,37,2588,1.0
1.00128,53,826,826,53,3511,1.0
1.0,67,943,943,67,4012,1.0
1.0,82,1040,1040,82,4165,1.0
3.04834,31,189,189,31,4202,1.0
3.65466,12,212,212,12,3793,1.0
2.3856599999999997,28,456,456,28,2973,1.0
1.36756,41,687,687,41,2845,1.0
1.03282,55,862,862,55,3673,1.0
1.0,71,948,948,71,4106,1.0
1.0,86,1067,1067,86,4202,1.0
3.7159199999999997,12,201,201,12,4247,1.0
3.3183599999999998,16,298,298,16,3517,1.0
2.04213,32,539,539,32,2757,1.0
1.0429899999999999,47,714,714,47,3029,1.0
1.00275,60,942,942,60,3646,1.0
1.0,78,1047,1047,78,4092,1.0
1.626,73,592,592,73,4203,1.0
3.84774,6,147,147,6,4084,1.0
2.97213,22,378,378,22,3204,1.0
1.68461,37,605,605,37,2593,1.0
1.04607,51,804,804,51,3619,1.0
1.0,67,1060,1060,67,3982,1.0
1.0,82,1019,1019,82,4149,1.0
2.9254,36,292,292,36,4197,1.0
3.5499199999999997,13,229,229,13,3768,1.0
2.46679,29,461,461,29,2968,1.0
1.2230299999999998,44,702,702,44,2713,1.0
1.0,59,907,907,59,3365,1.0
1.0,72,945,945,72,3883,1.0
1.0,86,1047,1047,86,4141,1.0
3.4122800000000004,20,194,194,20,4141,1.0
3.05836,18,294,294,18,3432,1.0
2.13357,32,530,530,32,2672,1.0
1.06677,48,688,688,48,3042,1.0
1.00237,62,952,952,62,3811,1.0
1.0,77,974,974,77,4101,1.0
1.7825,69,918,918,69,4129,1.0
3.88765,6,145,145,6,4045,1.0
2.77982,22,364,364,22,3165,1.0
1.55597,38,650,650,38,2890,1.0
1.0225799999999998,54,790,790,54,3327,1.0
1.0,65,933,933,65,4049,1.0
1.0,85,934,934,85,4094,1.0
2.92538,36,264,264,36,4113,1.0
3.5500300000000005,13,215,215,13,3704,1.0
2.64704,26,433,433,26,2884,1.0
1.24918,43,656,656,43,2805,1.0
0.999434,57,955,955,57,3369,1.0
1.0,72,1066,1066,72,3858,1.0
1.0,87,1037,1037,87,4082,1.0
3.42525,17,200,200,17,4125,1.0
3.07322,19,295,295,19,3415,1.0
2.08115,34,548,548,34,2687,1.0
1.18692,51,760,760,51,3239,1.0
1.03084,64,871,871,64,3405,1.0
1.0,75,984,984,75,3837,1.0
1.0,91,920,920,91,4140,1.0
3.68074,10,147,147,10,4045,1.0
2.81304,22,369,369,22,3225,1.0
1.55249,37,588,588,37,2625,1.0
1.0784,50,831,831,50,3158,1.0
1.0,67,939,939,67,3909,1.0
1.0,83,1050,1050,83,4112,1.0
2.92538,35,314,314,35,4192,1.0
3.5881199999999995,11,218,218,11,3784,1.0
2.49457,27,439,439,27,2964,1.0
1.38145,40,680,680,40,2829,1.0
1.02557,55,910,910,55,3489,1.0
1.0,71,1070,1070,71,4110,1.0
1.0,86,998,998,86,4182,1.0
3.6384199999999995,13,112,112,13,4203,1.0
3.2796300000000005,17,303,303,17,3493,1.0
1.9667599999999998,32,537,537,32,2733,1.0
1.07861,47,733,733,47,2942,1.0
1.0,61,874,874,61,3424,1.0
1.0,76,992,992,76,4093,1.0
1.0,89,783,783,89,4155,1.0
3.85269,7,147,147,7,4029,1.0
2.9804,22,366,366,22,3169,1.0
1.62296,37,635,635,37,2731,1.0
1.0158200000000002,52,771,771,52,3568,1.0
1.0,65,1037,1037,65,4099,1.0
1.0,83,980,980,83,4119,1.0
3.21807,28,221,221,28,4143,1.0
3.55895,12,225,225,12,3714,1.0
