netMosAvg,d2cLossAvg,e2eJitterAvg,d2cJitterAvg,e2eLossAvg,jitDepthAvg,playSpeedAvg
3.07322,19,295,295,19,3415,1.0
2.08115,34,548,548,34,2687,1.0
1.18692,51,760,760,51,3239,1.0
1.03084,64,871,871,64,3405,1.0
1.0,75,984,984,75,3837,1.0
1.0,91,920,920,91,4140,1.0
3.68074,10,147,147,10,4045,1.0
2.81304,22,369,369,22,3225,1.0
1.55249,37,588,588,37,2625,1.0
1.0784,50,831,831,50,3158,1.0
1.0,67,939,939,67,3909,1.0
1.0,83,1050,1050,83,4112,1.0
2.92538,35,314,314,35,4192,1.0
3.5881199999999995,11,218,218,11,3784,1.0
2.49457,27,439,439,27,2964,1.0
1.38145,40,680,680,40,2829,1.0
1.02557,55,910,910,55,3489,1.0
1.0,71,1070,1070,71,4110,1.0
1.0,86,998,998,86,4182,1.0
3.6384199999999995,13,112,112,13,4203,1.0
3.2796300000000005,17,303,303,17,3493,1.0
1.9667599999999998,32,537,537,32,2733,1.0
1.07861,47,733,733,47,2942,1.0
1.0,61,874,874,61,3424,1.0
1.0,76,992,992,76,4093,1.0
1.0,89,783,783,89,4155,1.0
3.85269,7,147,147,7,4029,1.0
2.9804,22,366,366,22,3169,1.0
1.62296,37,635,635,37,2731,1.0
1.0158200000000002,52,771,771,52,3568,1.0
1.0,65,1037,1037,65,4099,1.0
1.0,83,980,980,83,4119,1.0
3.21807,28,221,221,28,4143,1.0
3.55895,12,225,225,12,3714,1.0
2.49282,26,453,453,26,2894,1.0
1.39747,40,703,703,40,2639,1.0
1.0038,56,956,956,56,3540,1.0
1.0,71,1081,1081,71,4097,1.0
1.0,87,1050,1050,87,4168,1.0
3.6120699999999997,13,103,103,13,4225,1.0
3.21595,17,309,309,17,3535,1.0
2.10778,31,515,515,31,2775,1.0
1.08551,47,734,734,47,3047,1.0
0.999801,61,981,981,61,3972,1.0
1.0,78,990,990,78,4206,1.0
1.0,91,783,783,91,4249,1.0
3.80763,7,150,150,7,4114,1.0
2.87616,22,383,383,22,3254,1.0
1.5094299999999998,38,658,658,38,2659,1.0
1.05197,54,817,817,54,3265,1.0
1.0,68,935,935,68,4081,1.0
1.0,85,1045,1045,85,4110,1.0
3.3162300000000005,24,163,163,24,4166,1.0
3.65675,11,212,212,11,3738,1.0
2.4231,27,453,453,27,2938,1.0
1.24148,42,679,679,42,2870,1.0
1.0,56,863,863,56,3499,1.0
1.0,72,1042,1042,72,4087,1.0
1.0,87,1128,1128,87,4162,1.0
3.42445,19,183,183,19,4177,1.0
3.19873,16,295,295,16,3467,1.0
2.13362,31,528,528,31,2687,1.0
1.1032799999999998,49,728,728,49,2761,1.0
1.0,62,879,879,62,3894,1.0
1.0,76,1074,1074,76,4097,1.0
1.0,89,854,854,89,4148,1.0
3.81267,7,148,148,7,4025,1.0
2.7899599999999998,22,377,377,22,3185,1.0
1.69607,37,603,603,37,2747,1.0
1.0074,51,808,808,51,3646,1.0
1.0,68,960,960,68,3991,1.0
1.0,83,1078,1078,83,4157,1.0
3.21807,27,234,234,27,4178,1.0
3.61489,11,219,219,11,3750,1.0
2.48273,27,464,464,27,2930,1.0
1.38171,40,665,665,40,2871,1.0
1.0,58,934,934,58,3885,1.0
1.0,72,1001,1001,72,4094,1.0
1.0,87,1078,1078,87,4124,1.0
3.7184199999999996,12,93,93,12,4159,1.0
3.16588,17,300,300,17,3449,1.0
1.9831900000000002,34,521,521,34,2689,1.0
1.02738,48,765,765,48,2845,1.0
1.0,62,975,975,62,3676,1.0
1.0,79,1006,1006,79,4116,1.0
1.0,90,731,731,90,4178,1.0
3.79342,7,151,151,7,4064,1.0
2.82425,22,363,363,22,3204,1.0
1.62904,38,630,630,38,2592,1.0
1.02988,51,801,801,51,3692,1.0
1.0,67,1106,1106,67,4033,1.0
1.0,80,962,962,80,4157,1.0
2.92538,35,279,279,35,4196,1.0
3.57113,12,228,228,12,3768,1.0
2.3874400000000002,28,423,423,28,2948,1.0
1.33426,41,710,710,41,2891,1.0
0.99995,59,866,866,59,3453,1.0
1.0,71,999,999,71,4119,1.0
1.0,87,973,973,87,4223,1.0
3.4594099999999997,19,172,172,19,4252,1.0
3.16826,17,297,297,17,3522,1.0
2.19758,30,549,549,30,2785,1.0
1.11945,47,761,761,47,3412,1.0
0.999286,62,1006,1006,62,4005,1.0
1.0,79,1013,1013,79,4170,1.0
1.0,88,704,704,88,4252,1.0
3.8788099999999996,7,140,140,7,4147,1.0
2.96276,21,348,348,21,3287,1.0
1.4036,39,606,606,39,2842,1.0
1.1159700000000001,50,865,865,50,3466,1.0
1.0,66,1030,1030,66,3925,1.0
1.0,83,972,972,83,4193,1.0
2.92538,36,331,331,36,4244,1.0
3.55988,12,219,219,12,3816,1.0
2.3645099999999997,28,452,452,28,2996,1.0
1.36281,42,679,679,42,2828,1.0
1.01439,57,860,860,57,3563,1.0
1.0,72,903,903,72,4151,1.0
1.0,87,1133,1133,87,4245,1.0
4.0436,3,96,96,3,4296,1.0
3.2741599999999997,16,299,299,16,3586,1.0
1.98317,32,487,487,32,2806,1.0
1.1828,44,798,798,44,3223,1.0
1.0,63,964,964,63,3775,1.0
1.0,77,1025,1025,77,4144,1.0
1.626,72,775,775,72,4219,1.0
3.8770800000000003,7,151,151,7,4089,1.0
2.86145,22,391,391,22,3229,1.0
1.54229,38,635,635,38,2549,1.0
1.0146,52,864,864,52,2709,1.0
1.0,68,905,905,68,3941,1.0
1.0,81,1058,1058,81,4219,1.0
2.94042,35,382,382,35,4246,1.0
3.60164,11,236,236,11,3820,1.0
2.23097,29,461,461,29,3000,1.0
1.26583,41,693,693,41,2750,1.0
0.999799,58,934,934,58,3682,1.0
1.0,73,1049,1049,73,4073,1.0
1.0,87,1063,1063,87,4174,1.0
3.43515,21,211,211,21,4206,1.0
3.2059900000000003,17,325,325,17,3497,1.0
1.9167299999999998,31,513,513,31,2737,1.0
1.0533,49,715,715,49,3021,1.0
1.0,63,933,933,63,3742,1.0
1.0,77,1036,1036,77,4124,1.0
1.0,89,743,743,89,4191,1.0
3.926,6,147,147,6,4073,1.0
2.7016400000000003,24,393,393,24,3213,1.0
1.63594,37,597,597,37,2627,1.0
1.05784,52,813,813,52,3569,1.0
1.0,66,1043,1043,66,3953,1.0
1.0,84,985,985,84,4098,1.0
2.9254,35,336,336,35,4117,1.0
3.5734199999999996,13,229,229,13,3688,1.0
2.61649,25,458,458,25,2868,1.0
1.4021,42,654,654,42,2995,1.0
1.0,57,873,873,57,3400,1.0
1.0,71,940,940,71,3996,1.0
1.0,86,1090,1090,86,4222,1.0
3.7300800000000005,12,103,103,12,4257,1.0
3.25745,18,288,288,18,3547,1.0
1.7584400000000002,35,553,553,35,2803,1.0
1.0638,49,701,701,49,3192,1.0
1.0,63,912,912,63,3881,1.0
1.0,78,1106,1106,78,4101,1.0
1.7825,67,933,933,67,4119,1.0
3.86531,7,141,141,7,4013,1.0
3.01465,21,364,364,21,3173,1.0
1.49033,38,591,591,38,2695,1.0
1.0681,52,880,880,52,3464,1.0
1.0,67,1003,1003,67,4101,1.0
1.0,83,1062,1062,83,4149,1.0
2.94082,35,263,263,35,4182,1.0
3.41247,13,219,219,13,3793,1.0
2.47816,26,443,443,26,2973,1.0
1.2829899999999999,42,740,740,42,2988,1.0
1.0,57,942,942,57,3518,1.0
1.0,69,1015,1015,69,3995,1.0
1.0,86,1061,1061,86,4176,1.0
3.4930000000000003,19,182,182,19,4212,1.0
3.05575,19,312,312,19,3482,1.0
1.7149900000000002,35,517,517,35,2742,1.0
1.06669,48,713,713,48,2759,1.0
1.0,62,938,938,62,3717,1.0
1.0,75,1047,1047,75,4136,1.0
1.626,71,810,810,71,4222,1.0
3.8383199999999995,7,134,134,7,4099,1.0
2.84996,23,391,391,23,3239,1.0
1.54617,37,599,599,37,2677,1.0
1.00458,53,829,829,53,3733,1.0
1.0,68,967,967,68,3983,1.0
1.0,83,1050,1050,83,4093,1.0
2.9090700000000003,36,259,259,36,4178,1.0
3.66626,10,225,225,10,3752,1.0
2.35071,28,453,453,28,2932,1.0
1.3168799999999998,42,678,678,42,2980,1.0
1.03005,56,914,914,56,3935,1.0
1.0,71,973,973,71,4180,1.0
1.0,87,1122,1122,87,4162,1.0
3.70557,12,99,99,12,4187,1.0
3.2936,16,306,306,16,3457,1.0
2.14368,31,520,520,31,2697,1.0
1.14069,46,751,751,46,3100,1.0
0.9991469999999999,61,943,943,61,3655,1.0
1.0,78,964,964,78,4143,1.0
1.0,88,880,880,88,4286,1.0
3.85644,7,151,151,7,4178,1.0
3.10157,19,364,364,19,3318,1.0
1.67082,38,600,600,38,2670,1.0
1.0931799999999998,53,833,833,53,3212,1.0
1.0,67,1010,1010,67,4023,1.0
1.0,82,1024,1024,82,4160,1.0
2.90997,35,300,300,35,4194,1.0
3.63343,10,212,212,10,3766,1.0
2.42095,28,452,452,28,2946,1.0
1.36368,41,652,652,41,2628,1.0
1.0,57,885,885,57,3558,1.0
1.0,72,1075,1075,72,4092,1.0
1.0,84,1179,1179,84,4190,1.0
3.4814199999999995,19,213,213,19,4202,1.0
3.23272,17,313,313,17,3492,1.0
1.93015,34,519,519,34,2712,1.0
1.09358,47,745,745,47,3258,1.0
1.0,61,941,941,61,3874,1.0
1.0,79,1051,1051,79,4017,1.0
1.0,91,872,872,91,4140,1.0
3.73768,7,137,137,7,4020,1.0
2.82177,24,354,354,24,3160,1.0
1.6384400000000001,36,633,633,36,2702,1.0
1.00321,52,854,854,52,3302,1.0
1.0,67,901,901,67,3942,1.0
1.0,82,1089,1089,82,4089,1.0
2.92512,36,278,278,36,4133,1.0
3.4983800000000005,14,212,212,14,3725,1.0
2.4847599999999996,27,422,422,27,2905,1.0
1.1960899999999999,42,663,663,42,2597,1.0
1.00231,58,928,928,58,3798,1.0
1.0,71,1004,1004,71,3974,1.0
1.0,86,1054,1054,86,4029,1.0
3.74298,12,92,92,12,4135,1.0
3.2751200000000003,16,281,281,16,3425,1.0
1.9353200000000002,33,549,549,33,2645,1.0
1.22185,47,751,751,47,3059,1.0
1.0,61,917,917,61,3728,1.0
1.0,76,917,917,76,4071,1.0
1.0,90,906,906,90,4125,1.0
3.7803400000000003,7,146,146,7,4008,1.0
2.94506,23,369,369,23,3148,1.0
1.55264,38,612,612,38,2778,1.0
1.04008,54,830,830,54,3460,1.0
1.00407,64,916,916,64,3998,1.0
1.0,82,1006,1006,82,4157,1.0
2.94082,36,323,323,36,4183,1.0
3.5763599999999998,11,225,225,11,3754,1.0
2.36864,28,438,438,28,2954,1.0
1.32935,40,684,684,40,2831,1.0
1.0052299999999998,57,852,852,57,3247,1.0
1.0,72,1000,1000,72,3999,1.0
1.0,88,978,978,88,4138,1.0
3.71775,13,112,112,13,4141,1.0
3.3317099999999997,16,291,291,16,3421,1.0
2.0051,33,543,543,33,2641,1.0
1.1659,46,714,714,46,2941,1.0
1.0,62,1019,1019,62,3928,1.0
1.0,77,1020,1020,77,4097,1.0
1.0,89,902,902,89,4162,1.0
3.8384099999999997,7,145,145,7,4056,1.0
2.8727,21,373,373,21,3196,1.0
1.78168,34,603,603,34,2513,1.0
1.0449700000000002,50,820,820,50,3552,1.0
1.0,67,959,959,67,4057,1.0
1.0,83,1094,1094,83,4188,1.0
3.28536,25,338,338,25,4220,1.0
3.5987199999999997,12,219,219,12,3794,1.0
2.34636,28,448,448,28,2994,1.0
1.27286,42,647,647,42,2793,1.0
1.00068,58,851,851,58,3710,1.0
1.0,71,997,997,71,4094,1.0
1.0,87,935,935,87,4079,1.0
3.6803800000000004,13,104,104,13,4093,1.0
3.17388,17,292,292,17,3383,1.0
2.26015,31,490,490,31,2632,1.0
1.0950600000000001,48,768,768,48,3246,1.0
1.0154,60,947,947,60,4026,1.0
1.0,79,1083,1083,79,4097,1.0
1.0,89,844,844,89,4141,1.0
3.88065,6,148,148,6,4034,1.0
2.91903,21,401,401,21,3174,1.0
1.3804299999999998,38,582,582,38,2692,1.0
1.0013299999999998,53,824,824,53,3233,1.0
4.11191,2,84,84,2,298,1.2
3.7928599999999997,13,242,242,13,987,1.0
2.66621,25,424,424,25,1765,1.0
1.50746,36,616,616,36,2509,1.0
1.00516,52,760,760,52,2745,1.0
1.0,61,930,930,61,3673,1.0
1.0,73,1042,1042,73,4012,1.0
1.0,88,1032,1032,88,4101,1.0
3.0866700000000002,31,227,227,31,4154,1.0
3.8813400000000002,10,194,194,10,3865,1.0
3.34615,18,391,391,18,3185,1.0
1.97111,31,568,568,31,2641,1.0
1.04474,44,701,701,44,3119,1.0
1.0,55,837,837,55,3449,1.0
1.0,66,1012,1012,66,4087,1.0
1.0,78,1097,1097,78,4161,1.0
1.0,90,867,867,90,4192,1.0
4.07346,3,99,99,3,4179,1.0
3.6188800000000003,16,264,264,16,3539,1.0
2.4872900000000002,27,434,434,27,2859,1.0
1.3007600000000001,38,638,638,38,2487,1.0
1.01908,50,778,778,50,3292,1.0
1.0,60,984,984,60,3787,1.0
1.0,73,957,957,73,4053,1.0
1.0,85,1019,1019,85,4124,1.0
2.565,43,444,444,43,4166,1.0
3.8906199999999997,10,174,174,10,3820,1.0
2.9746200000000003,21,336,336,21,3160,1.0
1.79558,33,542,542,33,2620,1.0
1.1717,42,723,723,42,3004,1.0
1.0,59,831,831,59,3690,1.0
1.0,69,1018,1018,69,4000,1.0
1.0,82,1023,1023,82,4072,1.0
1.0,91,1152,1152,91,4131,1.0
3.3772900000000003,20,97,97,20,4154,1.0
3.5124400000000002,17,263,263,17,3584,1.0
2.30273,28,490,490,28,2844,1.0
1.54477,37,647,647,37,2750,1.0
1.0,54,841,841,54,3340,1.0
1.0,63,881,881,63,3876,1.0
1.0,79,1021,1021,79,4097,1.0
1.0,91,1083,1083,91,4122,1.0
3.71205,13,96,96,13,4128,1.0
3.6646,15,278,278,15,3478,1.0
2.1986,29,474,474,29,2778,1.0
1.44359,38,679,679,38,2729,1.0
1.0,51,856,856,51,3269,1.0
1.0,67,986,986,67,3926,1.0
2.0375400000000004,55,629,629,55,4099,1.0
1.6228,50,771,771,50,3715,1.0
1.61156,50,797,797,50,3772,1.0
1.53544,49,782,782,49,3834,1.0
1.92094,32,563,563,32,3339,1.0
1.24495,44,766,766,44,2781,1.0
1.0,57,884,884,57,3715,1.0
1.0,70,961,961,70,4050,1.0
1.0,79,959,959,79,4126,1.0
1.0,88,1122,1122,88,4187,1.0
3.6803199999999996,12,114,114,12,4192,1.0
3.49345,16,294,294,16,3512,1.0
2.3376200000000003,30,472,472,30,2892,1.0
1.0418399999999999,44,738,738,44,2955,1.0
1.0,53,824,824,53,3427,1.0
1.0,63,977,977,63,4042,1.0
1.0,77,1163,1163,77,4172,1.0
1.0,87,1103,1103,87,4187,1.0
3.19982,26,253,253,26,4184,1.0
3.8012,12,219,219,12,3715,1.0
2.77038,24,419,419,24,2995,1.0
1.55539,37,653,653,37,2636,1.0
1.03566,48,781,781,48,3366,1.0
1.0,60,846,846,60,3890,1.0
1.0,70,1035,1035,70,4117,1.0
1.0,82,985,985,82,4181,1.0
2.54442,45,350,350,45,4215,1.0
3.73688,10,207,207,10,3865,1.0
2.75028,23,406,406,23,3145,1.0
1.89625,34,575,575,34,2663,1.0
1.03367,48,805,805,48,3066,1.0
1.0,69,1062,1062,69,3911,1.0
2.565,46,302,302,46,4214,1.0
3.8447699999999996,8,175,175,8,3926,1.0
3.09892,20,343,343,20,3246,1.0
2.13774,30,484,484,30,2692,1.0
1.21509,42,687,687,42,2988,1.0
1.00334,54,823,823,54,3376,1.0
1.0,68,959,959,68,3720,1.0
1.0,80,1056,1056,80,4107,1.0
1.0,89,866,866,89,4159,1.0
3.68442,13,92,92,13,4161,1.0
3.56101,14,264,264,14,3551,1.0
2.3564700000000003,29,448,448,29,2911,1.0
1.6091799999999998,36,618,618,36,2597,1.0
1.0090700000000001,51,786,786,51,3452,1.0
1.00296,62,991,991,62,3905,1.0
1.0,76,989,989,76,4113,1.0
1.0,88,1098,1098,88,4191,1.0
3.14328,26,109,109,26,4217,1.0
3.6450199999999997,12,249,249,12,3687,1.0
2.49709,27,429,429,27,3047,1.0
1.27175,40,639,639,40,2778,1.0
1.1186399999999999,51,832,832,51,3596,1.0
1.0,63,841,841,63,3961,1.0
1.0,74,1015,1015,74,4075,1.0
1.0,86,850,850,86,4088,1.0
2.78857,40,355,355,40,4124,1.0
3.8526,11,202,202,11,3717,1.0
2.9965200000000003,22,398,398,22,3057,1.0
1.5242200000000001,37,601,601,37,2670,1.0
1.0242,46,823,823,46,3249,1.0
1.0,61,982,982,61,3911,1.0
1.0,72,1016,1016,72,4079,1.0
1.0,84,1020,1020,84,4100,1.0
2.878,38,247,247,38,4096,1.0
3.92222,9,188,188,9,3786,1.0
3.02035,21,378,378,21,3106,1.0
1.8887599999999998,32,581,581,32,2526,1.0
1.0400200000000002,47,689,689,47,3129,1.0
1.0,55,940,940,55,3595,1.0
1.0,69,1009,1009,69,4099,1.0
1.0,82,1143,1143,82,4189,1.0
1.0,92,953,953,92,4237,1.0
3.6430000000000002,14,115,115,14,4205,1.0
1.88745,33,589,589,33,3415,1.0
1.0,76,1065,1065,76,4009,1.0
2.87578,22,430,430,22,4226,1.0
1.04295,64,1064,1064,64,3625,1.0
3.68399,13,142,142,13,4178,1.0
3.28128,20,332,332,20,3308,1.0
2.2475,30,524,524,30,2768,1.0
1.17208,40,677,677,40,2791,1.0
1.0092299999999998,52,822,822,52,3303,1.0
1.0,65,931,931,65,4048,1.0
1.0,79,1135,1135,79,4100,1.0
1.0,84,1018,1018,84,4139,1.0
3.15995,27,124,124,27,4149,1.0
3.82381,12,219,219,12,3679,1.0
2.74769,22,368,368,22,3079,1.0
1.9217400000000002,31,519,519,31,2685,1.0
1.17224,45,750,750,45,3063,1.0
1.0,56,960,960,56,3747,1.0
1.0,68,1023,1023,68,4019,1.0
1.0,79,936,936,79,4074,1.0
1.0,89,1191,1191,89,4067,1.0
3.71115,14,81,81,14,4069,1.0
3.20142,17,271,271,17,3499,1.0
2.028,30,476,476,30,2719,1.0
1.35263,39,660,660,39,2801,1.0
1.00214,53,825,825,53,3479,1.0
1.0,66,1027,1027,66,3950,1.0
1.0,77,1009,1009,77,4158,1.0
1.0,91,954,954,91,4187,1.0
3.69151,12,100,100,12,4191,1.0
3.3825199999999995,16,259,259,16,3541,1.0
2.5188900000000003,26,431,431,26,2921,1.0
1.3224200000000002,40,574,574,40,2530,1.0
1.04069,52,795,795,52,2859,1.0
1.0,65,935,935,65,3373,1.0
1.0,72,995,995,72,4066,1.0
1.0,88,1328,1328,88,4197,1.0
2.91038,26,260,260,26,4251,1.0
1.16048,45,779,779,45,3183,1.0
1.0,71,1052,1052,71,4027,1.0
2.7597099999999997,31,383,383,31,4208,1.0
1.36271,37,647,647,37,2853,1.0
1.0,73,984,984,73,3853,1.0
3.2100299999999997,17,320,320,17,4063,1.0
1.00771,62,991,991,62,3699,1.0
2.7827900000000003,35,440,440,35,4150,1.0
1.13471,49,833,833,49,3268,1.0
1.0,81,1094,1094,81,4123,1.0
0.0,0,0,0,0,0,0.0
0.0,0,0,0,0,0,0.0
3.8971199999999997,7,141,141,7,574,1.2
3.36913,17,286,286,17,1213,1.0
2.30451,29,455,455,29,1956,1.0
1.54703,38,681,681,38,2588,1.0
1.0012,52,816,816,52,3011,1.0
1.0,75,1130,1130,75,4000,1.0
2.54299,27,399,399,27,4162,1.0
1.0,68,1095,1095,68,3765,1.0
2.1846400000000004,34,505,505,34,4191,1.0
1.0,56,902,902,56,3677,1.0
1.0,66,994,994,66,3890,1.0
1.0,80,1107,1107,80,4083,1.0
4.11191,2,84,84,2,298,1.2
3.7928599999999997,13,242,242,13,987,1.0
2.66621,25,424,424,25,1765,1.0
1.50746,36,616,616,36,2509,1.0
1.00516,52,760,760,52,2745,1.0
1.0,61,930,930,61,3673,1.0
1.0,73,1042,1042,73,4012,1.0
1.0,88,1032,1032,88,4101,1.0
3.0866700000000002,31,227,227,31,4154,1.0
3.8813400000000002,10,194,194,10,3865,1.0
3.34615,18,391,391,18,3185,1.0
1.97111,31,568,568,31,2641,1.0
1.04474,44,701,701,44,3119,1.0
1.0,55,837,837,55,3449,1.0
1.0,66,1012,1012,66,4087,1.0
1.0,78,1097,1097,78,4161,1.0
1.0,90,867,867,90,4192,1.0
4.07346,3,99,99,3,4179,1.0
3.6188800000000003,16,264,264,16,3539,1.0
2.4872900000000002,27,434,434,27,2859,1.0
1.3007600000000001,38,638,638,38,2487,1.0
1.01908,50,778,778,50,3292,1.0
1.0,60,984,984,60,3787,1.0
1.0,73,957,957,73,4053,1.0
1.0,85,1019,1019,85,4124,1.0
2.565,43,444,444,43,4166,1.0
3.8906199999999997,10,174,174,10,3820,1.0
2.9746200000000003,21,336,336,21,3160,1.0
1.79558,33,542,542,33,2620,1.0
1.1717,42,723,723,42,3004,1.0
1.0,59,831,831,59,3690,1.0
1.0,69,1018,1018,69,4000,1.0
1.0,82,1023,1023,82,4072,1.0
1.0,91,1152,1152,91,4131,1.0
3.3772900000000003,20,97,97,20,4154,1.0
3.5124400000000002,17,263,263,17,3584,1.0
2.30273,28,490,490,28,2844,1.0
1.54477,37,647,647,37,2750,1.0
1.0,54,841,841,54,3340,1.0
1.0,63,881,881,63,3876,1.0
1.0,79,1021,1021,79,4097,1.0
1.0,91,1083,1083,91,4122,1.0
3.71205,13,96,96,13,4128,1.0
3.6646,15,278,278,15,3478,1.0
2.1986,29,474,474,29,2778,1.0
1.44359,38,679,679,38,2729,1.0
1.0,51,856,856,51,3269,1.0
1.0,67,986,986,67,3926,1.0
2.0375400000000004,55,629,629,55,4099,1.0
1.6228,50,771,771,50,3715,1.0
1.61156,50,797,797,50,3772,1.0
1.53544,49,782,782,49,3834,1.0
1.92094,32,563,563,32,3339,1.0
1.24495,44,766,766,44,2781,1.0
1.0,57,884,884,57,3715,1.0
1.0,70,961,961,70,4050,1.0
1.0,79,959,959,79,4126,1.0
1.0,88,1122,1122,88,4187,1.0
3.6803199999999996,12,114,114,12,4192,1.0
3.49345,16,294,294,16,3512,1.0
2.3376200000000003,30,472,472,30,2892,1.0
1.0418399999999999,44,738,738,44,2955,1.0
1.0,53,824,824,53,3427,1.0
1.0,63,977,977,63,4042,1.0
1.0,77,1163,1163,77,4172,1.0
1.0,87,1103,1103,87,4187,1.0
3.19982,26,253,253,26,4184,1.0
3.8012,12,219,219,12,3715,1.0
2.77038,24,419,419,24,2995,1.0
1.55539,37,653,653,37,2636,1.0
1.03566,48,781,781,48,3366,1.0
1.0,60,846,846,60,3890,1.0
1.0,70,1035,1035,70,4117,1.0
1.0,82,985,985,82,4181,1.0
2.54442,45,350,350,45,4215,1.0
3.73688,10,207,207,10,3865,1.0
2.75028,23,406,406,23,3145,1.0
1.89625,34,575,575,34,2663,1.0
1.03367,48,805,805,48,3066,1.0
1.0,69,1062,1062,69,3911,1.0
2.565,46,302,302,46,4214,1.0
3.8447699999999996,8,175,175,8,3926,1.0
3.09892,20,343,343,20,3246,1.0
2.13774,30,484,484,30,2692,1.0
1.21509,42,687,687,42,2988,1.0
1.00334,54,823,823,54,3376,1.0
1.0,68,959,959,68,3720,1.0
1.0,80,1056,1056,80,4107,1.0
1.0,89,866,866,89,4159,1.0
3.68442,13,92,92,13,4161,1.0
3.56101,14,264,264,14,3551,1.0
2.3564700000000003,29,448,448,29,2911,1.0
1.6091799999999998,36,618,618,36,2597,1.0
1.0090700000000001,51,786,786,51,3452,1.0
1.00296,62,991,991,62,3905,1.0
1.0,76,989,989,76,4113,1.0
1.0,88,1098,1098,88,4191,1.0
3.14328,26,109,109,26,4217,1.0
3.6450199999999997,12,249,249,12,3687,1.0
2.49709,27,429,429,27,3047,1.0
1.27175,40,639,639,40,2778,1.0
1.1186399999999999,51,832,832,51,3596,1.0
1.0,63,841,841,63,3961,1.0
1.0,74,1015,1015,74,4075,1.0
1.0,86,850,850,86,4088,1.0
2.78857,40,355,355,40,4124,1.0
3.8526,11,202,202,11,3717,1.0
2.9965200000000003,22,398,398,22,3057,1.0
1.5242200000000001,37,601,601,37,2670,1.0
1.0242,46,823,823,46,3249,1.0
1.0,61,982,982,61,3911,1.0
1.0,72,1016,1016,72,4079,1.0
1.0,84,1020,1020,84,4100,1.0
2.878,38,247,247,38,4096,1.0
3.92222,9,188,188,9,3786,1.0
3.02035,21,378,378,21,3106,1.0
1.8887599999999998,32,581,581,32,2526,1.0
1.0400200000000002,47,689,689,47,3129,1.0
1.0,55,940,940,55,3595,1.0
1.0,69,1009,1009,69,4099,1.0
1.0,82,1143,1143,82,4189,1.0
1.0,92,953,953,92,4237,1.0
3.6430000000000002,14,115,115,14,4205,1.0
1.88745,33,589,589,33,3415,1.0
1.0,76,1065,1065,76,4009,1.0
2.87578,22,430,430,22,4226,1.0
1.04295,64,1064,1064,64,3625,1.0
3.68399,13,142,142,13,4178,1.0
3.28128,20,332,332,20,3308,1.0
2.2475,30,524,524,30,2768,1.0
1.17208,40,677,677,40,2791,1.0
1.0092299999999998,52,822,822,52,3303,1.0
1.0,65,931,931,65,4048,1.0
1.0,79,1135,1135,79,4100,1.0
1.0,84,1018,1018,84,4139,1.0
3.15995,27,124,124,27,4149,1.0
3.82381,12,219,219,12,3679,1.0
2.74769,22,368,368,22,3079,1.0
1.9217400000000002,31,519,519,31,2685,1.0
1.17224,45,750,750,45,3063,1.0
1.0,56,960,960,56,3747,1.0
1.0,68,1023,1023,68,4019,1.0
1.0,79,936,936,79,4074,1.0
1.0,89,1191,1191,89,4067,1.0
3.71115,14,81,81,14,4069,1.0
3.20142,17,271,271,17,3499,1.0
2.028,30,476,476,30,2719,1.0
1.35263,39,660,660,39,2801,1.0
1.00214,53,825,825,53,3479,1.0
1.0,66,1027,1027,66,3950,1.0
1.0,77,1009,1009,77,4158,1.0
1.0,91,954,954,91,4187,1.0
3.69151,12,100,100,12,4191,1.0
3.3825199999999995,16,259,259,16,3541,1.0
2.5188900000000003,26,431,431,26,2921,1.0
1.3224200000000002,40,574,574,40,2530,1.0
1.04069,52,795,795,52,2859,1.0
1.0,65,935,935,65,3373,1.0
1.0,72,995,995,72,4066,1.0
1.0,88,1328,1328,88,4197,1.0
2.91038,26,260,260,26,4251,1.0
1.16048,45,779,779,45,3183,1.0
1.0,71,1052,1052,71,4027,1.0
2.7597099999999997,31,383,383,31,4208,1.0
1.36271,37,647,647,37,2853,1.0
1.0,73,984,984,73,3853,1.0
3.2100299999999997,17,320,320,17,4063,1.0
1.00771,62,991,991,62,3699,1.0
2.7827900000000003,35,440,440,35,4150,1.0
1.13471,49,833,833,49,3268,1.0
1.0,81,1094,1094,81,4123,1.0
0.0,0,0,0,0,0,0.0
0.0,0,0,0,0,0,0.0
3.97741,4,125,125,4,534,1.2
3.3122,17,286,286,17,1186,1.0
2.1834599999999997,31,492,492,31,2038,1.0
1.06915,48,723,723,48,3032,1.0
1.0,61,958,958,61,4046,1.0
1.0,78,1025,1025,78,4112,1.0
1.0,88,965,965,88,4184,1.0
3.6276900000000003,12,146,146,12,4084,1.0
2.8799900000000003,23,366,366,23,3224,1.0
1.7466099999999998,35,562,562,35,2706,1.0
1.0293700000000001,52,841,841,52,3373,1.0
1.0,65,981,981,65,3849,1.0
1.0,82,972,972,82,4065,1.0
2.75211,39,393,393,39,4084,1.0
3.7432800000000004,10,214,214,10,3677,1.0
2.20611,28,441,441,28,2857,1.0
1.24865,42,621,621,42,2512,1.0
1.0,56,951,951,56,3582,1.0
1.0,71,1099,1099,71,4093,1.0
1.0,85,1092,1092,85,4090,1.0
3.9909800000000004,4,101,101,4,4076,1.0
3.3414,15,288,288,15,3386,1.0
2.2297700000000003,30,576,576,30,2624,1.0
1.11753,47,778,778,47,2968,1.0
